ID,Titulo,Empresa,Area,Nivel,Cidade,Estado,Modalidade,Tipo_Contrato,Salario_Min,Salario_Max,Experiencia_Min_Anos,Requisitos,Beneficios,Descricao,Data_Publicacao,Vagas_Disponiveis,Link_Inscricao
35,Especialista em Blockchain Diretor,FutureTech,Blockchain,Diretor,Fortaleza,CE,Híbrido,CLT,19210,20604,10,"C++, Power BI, Spring, Ethereum, Tomada de decisão, Ética de trabalho, Empatia, Solidity, SQL, DApps, React, Smart Contracts","Vale-Refeição, Vale-Transporte, Plano de Saúde","Perspiciatis quo nobis porro unde. Id ab nisi id modi sed.
Architecto dolores explicabo dolor. Beatae a nulla voluptatem quidem cum recusandae. Quam facilis rem ratione ex.
Provident vitae voluptatum reiciendis atque repudiandae libero. Enim inventore vero nisi esse quaerat.
Consequatur sapiente quibusdam blanditiis. Sit vero laborum dolorem consectetur at molestias nemo. Quis aliquam cupiditate rem asperiores minus assumenda.",06/03/2023,3,https://carreiras.futuretech.com.br/vaga/35
36,Engenheiro Full-Stack Júnior,HyperCloud Tecnologia,Desenvolvimento Full-Stack,Júnior,Brasília,DF,Híbrido,Trainee,19718,24118,0,"Networking, Node.js, TypeScript, Resiliência, C#, JavaScript, SQL, REST API, Scrum, React","Vale-Refeição, Vale-Transporte, Plano de Saúde","Minus quibusdam molestias vitae veniam maxime rerum. Amet sint quo at at.
Laborum adipisci at explicabo. Harum labore fugiat. Illo porro quisquam excepturi exercitationem placeat laborum. Iusto vero sint sed ipsam.
Numquam alias alias ratione natus. Adipisci provident commodi commodi exercitationem. Praesentium reprehenderit ullam commodi at sequi nostrum.
Atque nam molestiae temporibus. Repudiandae non vitae quibusdam. Quaerat laudantium saepe placeat veritatis.",03/09/2024,1,https://carreiras.hypercloudtecnologia.com.br/vaga/36
37,Analista de BI Diretor,RubyTech,Business Intelligence,Diretor,Recife,PE,Remoto,Temporário,6021,12926,3,"Angular, Networking, Node.js, Tomada de decisão, Gerenciamento de conflitos, ETL, SQL, Persuasão, React, Django","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Nam sed magni eveniet ut distinctio. Error explicabo dignissimos possimus.
Eum vero voluptate laboriosam iusto. Eligendi quia aliquam consectetur ratione necessitatibus nemo. Saepe autem quod incidunt. Modi itaque blanditiis rem porro.
Vero aut quod minus consequatur. Eius eum commodi impedit. Odit tenetur quasi.
Magnam eligendi consequuntur asperiores. Hic dolores rem repellat nam accusamus doloribus sunt. Recusandae totam enim facilis itaque itaque deleniti assumenda.",22/10/2023,3,https://carreiras.rubytech.com.br/vaga/37
38,Administrador de Redes Júnior,PrimeTechnologies,Administração de Redes,Júnior,Brasília,DF,Remoto,Trainee,17117,25393,0,"Power BI, TCP/IP, Feedback construtivo, Tomada de decisão, Kotlin, Inteligência emocional, Kubernetes, VLAN, Persuasão, Cybersecurity, Firewalls, Cisco","Vale-Refeição, Vale-Transporte, Plano de Saúde","Hic at cupiditate temporibus. Molestiae sunt id velit.
Neque fugiat dignissimos labore culpa blanditiis.
Exercitationem harum eaque similique laudantium non voluptatibus. Aspernatur quam a similique ipsa.
Voluptatum expedita saepe impedit iusto soluta possimus. Esse placeat necessitatibus accusantium non.
Dolore laboriosam expedita. Provident velit asperiores illum reiciendis perspiciatis repudiandae. Magnam cum modi nisi maxime porro.
Ex voluptates ad harum.",04/02/2024,1,https://carreiras.primetechnologies.com.br/vaga/38
39,Arquiteto de Software Júnior,DigitalWave,Arquitetura de Software,Júnior,Maceió,AL,Presencial,CLT,5314,8440,0,"Mentalidade de crescimento, GCP, Design Patterns, Inteligência emocional, Oracle, Microserviços, MongoDB, Pensamento crítico","Vale-Refeição, Vale-Transporte, Plano de Saúde","Beatae cupiditate iste fugit delectus temporibus ratione. Quos nostrum nostrum explicabo assumenda numquam est nobis. Quasi maxime rem atque unde dicta.
Sequi enim saepe non.
Quis ipsam voluptatibus itaque minima est perferendis doloremque. Quae consectetur eligendi eveniet illum amet nesciunt.
Cumque quasi officiis ipsa dolores quas repudiandae quod. Omnis iusto a sapiente dignissimos velit maxime optio.
Molestias eligendi nihil. Odit deserunt quos voluptatem eligendi.",01/12/2024,2,https://carreiras.digitalwave.com.br/vaga/39
40,Analista de Segurança Diretor,BrainWare Systems,Segurança da Informação,Diretor,Fortaleza,CE,Remoto,PJ,18935,22917,4,"Java, Criptografia, AWS, Segurança de Redes, Empatia, Análise de Vulnerabilidades, Pentest, Criatividade","Vale-Refeição, Vale-Transporte, Plano de Saúde","Eum earum quibusdam fugit fugit aut facilis. Debitis consectetur nobis veritatis. Unde quibusdam nisi quibusdam.
Incidunt velit eius maiores quam alias. Eos voluptate error dicta eos provident.
Quo saepe cupiditate reiciendis id nobis. Perspiciatis quia neque neque.
Ex excepturi ab assumenda repellendus laborum ipsum. Quasi neque repudiandae optio laudantium ducimus cumque harum. Repellendus autem provident.
Dignissimos est tenetur. Cumque quia asperiores nostrum doloremque possimus.",25/05/2023,3,https://carreiras.brainwaresystems.com.br/vaga/40
41,Analista de Suporte Diretor,RubyTech,Suporte Técnico,Diretor,São Gonçalo,RJ,Híbrido,Trainee,8665,10311,1,"Linux, Troubleshooting, Redes, MySQL, Gerenciamento de conflitos, Suporte ao Usuário, Comunicação, TensorFlow, Jenkins, Resolução de problemas, Git","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Non temporibus pariatur repudiandae ullam id ullam. Eius at molestias nam corporis cupiditate. Nesciunt voluptas perspiciatis adipisci.
Sint adipisci facere recusandae earum. Illum officia distinctio quaerat. Fugit porro magnam hic facere omnis veritatis.
Ipsa a aut magnam quasi tempore. Quod consectetur quidem in hic eius. Rerum enim ducimus labore ex ut neque.
Expedita ducimus provident nihil magni fugiat odit. Ratione id eligendi eveniet quis magnam mollitia.",25/04/2023,4,https://carreiras.rubytech.com.br/vaga/41
42,Desenvolvedor de Banco de Dados Especialista,FutureDigital,Banco de Dados,Especialista,Curitiba,PR,Remoto,Trainee,18111,27278,6,".NET, Swift, Network Security, Tomada de decisão, PostgreSQL, Oracle, Resolução de problemas","Vale-Refeição, Vale-Transporte, Plano de Saúde","Fuga delectus repellat quibusdam ipsum provident. Quisquam quo quo quibusdam consequuntur. Non et quisquam dolorem.
Veniam temporibus unde velit. Velit quibusdam pariatur molestias.
Placeat nobis corrupti autem amet. Possimus a a similique adipisci repellat.
Quidem odit at quis beatae itaque. Magnam qui eius cupiditate dicta.
Illum temporibus architecto illo.
Consectetur magnam quaerat accusantium et. Voluptatum nostrum alias occaecati delectus.",23/11/2023,2,https://carreiras.futuredigital.com.br/vaga/42
43,Help Desk Gerente,OrangeStack Ltda.,Suporte Técnico,Gerente,Guarulhos,SP,Híbrido,Trainee,2349,9154,2,"Python, Linux, Troubleshooting, Redes, Mentalidade de crescimento, Gerenciamento de conflitos, Suporte ao Usuário, Comunicação, JavaScript, Windows, Redis, Hadoop","Vale-Refeição, Vale-Transporte, Plano de Saúde","Ipsum similique animi deserunt. Sed earum soluta laboriosam natus. Repudiandae vitae laborum ullam temporibus.
Necessitatibus sit eveniet eaque magnam iusto. Magni explicabo in natus.
Reprehenderit harum quas eveniet. Fugiat nulla ullam odit. Minima suscipit ab.
Quia consectetur reiciendis repellendus odit magnam. Corrupti beatae voluptatum quasi ipsa soluta.
Aliquid dolorum eius provident. Eligendi culpa ipsam vero voluptatibus. Quibusdam fuga rerum repellat vel quam doloribus.",10/04/2023,1,https://carreiras.orangestackltda.com.br/vaga/43
44,Desenvolvedor Back-end Sênior,HyperIT,Desenvolvimento Web,Sênior,Salvador,BA,Presencial,Temporário,15986,25319,2,"Linux, Angular, Node.js, Resolução de problemas, PHP, Comunicação, Inteligência emocional, JavaScript, PyTorch, MongoDB","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Nihil eaque recusandae delectus. Illo expedita molestiae corporis nesciunt. Nostrum porro incidunt quasi ad. Nulla temporibus voluptatibus illo nisi ex.
Inventore quos culpa consequuntur aspernatur fugiat. Natus nisi quidem quae molestiae odit. Quia eaque voluptas quos doloremque.
Quis sed doloribus. Fuga occaecati itaque ducimus vero molestiae aut vero. Qui nobis ex nobis officia dolores veritatis vero.",17/02/2023,1,https://carreiras.hyperit.com.br/vaga/44
45,Especialista em Blockchain Sênior,SmartSystems,Blockchain,Sênior,Duque de Caxias,RJ,Remoto,Estágio,10212,16832,6,"Criptografia, Node.js, Ethereum, Negociação, Ética de trabalho, Empatia, Solidity, JavaScript, PyTorch, DApps, Smart Contracts","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Eos vitae voluptas eveniet. Fuga iste iure quasi repellat soluta voluptates.
Doloremque totam nostrum mollitia. Repellat quod asperiores dolore corrupti.
Ducimus porro rerum sit veniam laboriosam ut. Aut expedita similique consequuntur tempora ipsa.
Quod eaque maxime ipsa. Hic architecto consequuntur eum.",17/04/2024,3,https://carreiras.smartsystems.com.br/vaga/45
46,Especialista em ML Pleno,CyberSystems,Machine Learning,Pleno,Belém,PA,Presencial,CLT,3285,4954,1,"Python, Spring, NLP, Agile, Empatia, JavaScript, TensorFlow, Liderança","Vale-Refeição, Vale-Transporte, Plano de Saúde","Rerum minima enim ad nostrum iure.
Similique laudantium minima itaque. Nobis distinctio commodi quidem. Quidem vel modi minima odit tempora. Eum commodi neque atque minus sed omnis.
Similique voluptas harum dolores. Deleniti voluptatibus ut aperiam ab totam excepturi. Explicabo nobis quia nobis atque placeat repudiandae facere.
Pariatur possimus unde exercitationem eum enim ratione. Distinctio saepe similique. Occaecati eligendi numquam doloribus sapiente fugit aut.",24/10/2024,5,https://carreiras.cybersystems.com.br/vaga/46
47,DBA Pleno,LogicIT,Banco de Dados,Pleno,Belém,PA,Híbrido,Estágio,6501,15157,5,"Azure, Spring, Negociação, DBA, MySQL, Network Security, Ética de trabalho, Ruby, Tableau, MongoDB, Pensamento crítico","Vale-Refeição, Vale-Transporte, Plano de Saúde","Inventore porro officia tempore saepe fuga facilis deserunt. Reprehenderit repellendus architecto ipsa. Optio necessitatibus aliquam saepe.
Ut eveniet hic officia ea consequatur. Amet harum laboriosam vero odio.
Tempora officiis tenetur eaque. Ipsum quasi repellat quaerat ab nesciunt quisquam. Repudiandae voluptatibus explicabo repellat distinctio voluptatem asperiores.
Ratione laboriosam quaerat velit. Quas itaque cupiditate iure.",26/08/2023,4,https://carreiras.logicit.com.br/vaga/47
48,Especialista em Cloud Diretor,SmartTechnologies,Cloud Computing,Diretor,São Paulo,SP,Remoto,Temporário,16602,25529,3,"Azure, Go, AWS, GCP, Flask, Trabalho em equipe, IaaS, Pensamento crítico, Serverless","Vale-Refeição, Vale-Transporte, Plano de Saúde","Nihil doloribus quo amet eveniet facilis quas provident. Quasi facere aut nulla tempora. Distinctio cupiditate accusantium molestiae facilis dignissimos sint.
Quod dolorum accusamus a vel voluptatibus. Saepe officiis dolorum. Rem ut suscipit neque fuga at qui.
Cupiditate omnis ipsa voluptas cupiditate deserunt deserunt dicta. Officiis consequatur modi temporibus hic.
Optio aut itaque similique iure.
Deserunt libero autem nostrum. Ullam eum provident. Cum suscipit a ad.",15/12/2024,5,https://carreiras.smarttechnologies.com.br/vaga/48
49,Analista de Redes Especialista,FusionSystems,Administração de Redes,Especialista,Curitiba,PR,Presencial,PJ,12824,22222,4,"Python, VPN, Ética de trabalho, Windows Server, Flask, Trabalho em equipe, TensorFlow, Adaptabilidade, Cisco","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Quisquam voluptatum optio autem alias provident. Excepturi minima officia eaque. Laudantium vel fuga quia corrupti ullam illo.
Enim quia esse incidunt autem eveniet esse eligendi. Quos architecto id ea sequi sapiente explicabo. Aliquid quisquam reiciendis possimus architecto.
Voluptatibus temporibus assumenda natus laudantium sit.
Earum excepturi saepe delectus. Architecto saepe ullam.",23/07/2023,3,https://carreiras.fusionsystems.com.br/vaga/49
50,QA Engineer Sênior,RedCode Ltda.,QA e Testes,Sênior,Goiânia,GO,Híbrido,CLT,19583,24180,1,"JUnit, Power BI, Node.js, Resolução de problemas, AWS, Gestão de tempo, Automação de Testes, Testes de Integração, Testes Unitários, Selenium, Redis, Cybersecurity","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Nihil inventore velit vero voluptate officia. Beatae minima vitae beatae repellendus. Illo sapiente maiores.
Deserunt fugiat sequi architecto. Repellat veritatis nemo voluptates quisquam sed sed.
Earum corrupti dolorem. Non libero veritatis consequatur maxime vitae.
In quod aut minima nemo molestiae assumenda possimus. Temporibus delectus ab.
Iure iste cumque distinctio. Est ducimus explicabo magni temporibus optio est perferendis.",13/03/2023,3,https://carreiras.redcodeltda.com.br/vaga/50
51,Especialista em Qualidade Pleno,VisionSoft Tech,QA e Testes,Pleno,Porto Alegre,RS,Híbrido,Estágio,5531,14203,7,"JUnit, Gerenciamento de conflitos, Comunicação, Testes de Integração, Testes Unitários, Selenium, PyTorch, TensorFlow, CI/CD, Cybersecurity","Vale-Refeição, Vale-Transporte, Plano de Saúde","Architecto tenetur odio ducimus aperiam aperiam. Assumenda ullam ex.
Magnam a aliquid quasi adipisci magnam. Ea esse iste nisi officia dolores nisi labore. Provident architecto fugiat est necessitatibus voluptatibus labore.
Vel voluptas autem. Consectetur non reiciendis iure. Mollitia adipisci quia cum dignissimos.
Molestias harum mollitia. Commodi quae ipsa illo ratione tempora odio ratione. Quos nisi atque commodi corporis aspernatur neque.",25/08/2023,4,https://carreiras.visionsofttech.com.br/vaga/51
52,UX Designer Sênior,OmniIT,UX/UI Design,Sênior,Teresina,PI,Remoto,CLT,15476,21038,4,"Go, Sketch, MySQL, Figma, Flask, Inteligência emocional, Wireframing, Prototipagem, Jenkins, Persuasão, Hadoop","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Porro ipsam asperiores modi fugiat dolorum aliquid maxime. Sed sunt nemo autem dolores sequi.
Voluptatum distinctio laboriosam. Quis repellendus cumque sit.
Placeat occaecati exercitationem. Animi explicabo fuga laudantium sed corrupti.
Repellat asperiores necessitatibus. Blanditiis nostrum fuga.
Adipisci delectus quibusdam eveniet harum quae. Sapiente rerum adipisci blanditiis voluptate excepturi. Sed quaerat illum deleniti magni.",03/01/2024,4,https://carreiras.omniit.com.br/vaga/52
53,Engenheiro de Machine Learning Gerente,InnoData Systems,Machine Learning,Gerente,Teresina,PI,Híbrido,Estágio,10350,17842,2,"Python, Linux, Gestão de tempo, TensorFlow, Swift, React, Comunicação, Inteligência emocional, Algoritmos de ML, PyTorch, Resolução de problemas, Scikit-Learn","Vale-Refeição, Vale-Transporte, Plano de Saúde","Modi placeat molestiae corrupti mollitia occaecati eum. Explicabo accusantium vero tempore ullam a totam voluptas. Eveniet in eius iure quas natus.
Dicta saepe consequatur. Quo impedit quasi libero necessitatibus. Amet harum inventore vitae beatae at.
Omnis atque quo sapiente sit. Expedita voluptas hic eligendi laboriosam blanditiis molestiae. Cum pariatur praesentium quae possimus quod.",14/05/2024,1,https://carreiras.innodatasystems.com.br/vaga/53
54,SysAdmin Sênior,HyperIT,Administração de Sistemas,Sênior,Natal,RN,Híbrido,Estágio,10034,15937,1,"DevOps, Mentalidade de crescimento, AWS, Feedback construtivo, Windows Server, PowerShell, Docker, Inteligência emocional, Resolução de problemas, Shell Script","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Ducimus adipisci reprehenderit dolorum hic quia. Dolor laboriosam optio voluptates unde rerum mollitia.
Facere est quas officiis provident. Perferendis omnis corporis tempore similique perferendis. Deserunt accusantium facilis quae eligendi.
Tempore delectus molestias modi. Sit magnam ducimus reprehenderit. Dolorum odio corporis ipsa.
Dolor provident laborum harum vel quod occaecati. Eaque itaque maiores qui quos tempore voluptatum. Ex architecto illum.",08/07/2023,2,https://carreiras.hyperit.com.br/vaga/54
55,Engenheiro de IoT Sênior,LogicNetworks Inc.,IoT,Sênior,Guarulhos,SP,Remoto,Trainee,17026,20599,4,"MQTT, Kotlin, Docker, Gerenciamento de conflitos, Comunicação, Trabalho em equipe, Protocolos IoT, Sensores, Criatividade","Vale-Refeição, Vale-Transporte, Plano de Saúde","Eum magnam quisquam. Enim optio impedit nemo. Sint nemo reiciendis assumenda quod voluptatum laudantium.
Accusantium iste facere placeat magnam eveniet. In hic autem impedit. Magnam numquam blanditiis illo perspiciatis suscipit quia.
Officia necessitatibus mollitia blanditiis iste quam. Omnis officia recusandae id ad culpa animi. Illo necessitatibus similique maxime est excepturi itaque. Hic quas incidunt harum.",07/07/2024,2,https://carreiras.logicnetworksinc.com.br/vaga/55
56,Engenheiro de Cloud Especialista,PrimeSystems,Cloud Computing,Especialista,Maceió,AL,Híbrido,CLT,7341,11791,2,"Azure, Linux, AWS, Feedback construtivo, Criatividade, SaaS, Organização, Ruby, Serverless, PaaS","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Corrupti dolor possimus maiores aliquam. Quibusdam consequuntur accusantium tempora.
Animi fuga ut repudiandae. Ea dolore sapiente deserunt illo sunt molestias. Asperiores perspiciatis unde tempora.
Distinctio ratione ipsum voluptates. Tenetur culpa maxime sequi eos laboriosam temporibus.
Voluptatibus dignissimos placeat perferendis nam labore. Molestias quo deleniti perferendis at ea. Ad illo nulla error rerum.",08/08/2023,2,https://carreiras.primesystems.com.br/vaga/56
